,combination,number_of_people,price_per_bag,total_price
6768,011110000100110110010011000,60,13.484585165,887.86
6769,010010111101011111110101111,60,14.138810084,963.18
6770,101101000001000000000110110,60,11.48137831,733.2
6771,110010111101101000010000110,60,12.115907702,798.53
6772,000010100101101101001011010,60,12.05241585,813.02
6773,001110011100001010100101100,60,12.476021462,805.5
6774,001000111110000000000010111,60,10.449184854,686.74
6775,100001001111000100100100011,60,11.299733014,726.4
6776,101111101111000001010001100,60,13.647110242,884.86
6777,111111111100011010111010000,60,14.538502788,950.59
6778,000110111100000011101110100,60,11.707145836,777.93
6779,101001111111011001000010000,60,12.412330947,804.76
6780,000111001010100011011011000,60,13.396197424,866.48
6781,010101111001110001000101010,60,13.896705204,900.77
6782,011101110110101011011100000,60,14.480894689,944.3
6783,010100100001111000111001111,60,14.123193776,926.15
6784,111100001100111011000011111,60,14.270313394,956.53
6785,010011010110110110010010100,60,13.179577887,863.93
6786,010100111000001101010000111,60,12.315751922,805.06
6787,001000011011101000000011000,60,11.169563907,709.95
6788,100010101011101001011010110,60,11.892288655,792.63
6789,001100011011001001000100010,60,11.353369346,717.6
6790,110100000010001111110101111,60,13.695926075,905.09
6791,011101111011011100100000010,60,13.548174084,860.96
6792,000011101111001101111110101,60,13.301853229,890.53
6793,101101001011100011110100110,60,13.411643311,868.58
6794,001000001100111111011101110,60,13.389038619,901.23
6795,011001010111000010111000101,60,12.435599086,799.94
6796,011001101011100101000010010,60,11.870050835,776.22
6797,011000110010100101110001000,60,11.941400253,770.31
6798,101000101011101110010101111,60,12.98802663,872.47
6799,101101100110110101110011100,60,14.95628424,985.75
6800,110010101111001011001110101,60,12.105348599,821.71
6801,000110000011011001011110101,60,12.767356474,834.19
6802,100010000101100001010110001,60,10.948880051,724.55
6803,011100011111000111011010110,60,13.047073867,869.46
6804,100000100000111101110111010,60,12.789911064,856.81
6805,011100001011110000111100100,60,12.838133235,817.8
6806,011100011100000011110101010,60,13.019063946,852.17
6807,001111100110110100110011101,60,15.014553179,988.84
6808,011000001111010100000011111,60,12.239406259,812.77
6809,010101110110010100010100010,60,13.621471289,880.56
6810,111101000110101101110110001,60,14.601761512,955.24
6811,101011101000100100001101011,60,12.226157076,801.78
6812,011010011000101110000011111,60,12.379925439,825.58
6813,000000010101010110011100100,60,11.073873522,725.08
6814,101111110000001010011101011,60,14.058062438,919.94
6815,100101110010101111000111010,60,14.219555945,941.93
6816,000011000001011001001001011,60,12.208864528,785.32
6817,100011010111010000111100000,60,12.258697596,778.55
6818,110101000101011110001010101,60,13.684841924,898.96
6819,100001101010011111000011111,60,13.282704925,889.57
6820,000010010111001101010000110,60,11.40714204,744.73
6821,111010000000111001010111001,60,12.931260812,853.4
6822,111100010110001111101111011,60,14.167340216,948.49
6823,111110100100011011111000000,60,13.214227206,864.59
6824,110101001010110010000011110,60,13.914071607,904.13
6825,101001100011001000010011111,60,12.944858851,850.89
6826,000100010001101011101100100,60,11.833115468,760.74
6827,100101000001111010000111011,60,14.049671289,921.35
6828,101100101001011100010111000,60,13.079684005,857.87
6829,011110000011000010010010010,60,11.625123681,750.07
6830,011001001110000110100001011,60,12.434795304,806.77
6831,011000110001010111000100100,60,10.898255917,716.26
6832,110111101100000101100101100,60,13.467043323,880.94
6833,111000100111000110101010000,60,10.933603956,722.12
6834,110001100011110110000000000,60,11.803202887,756.72
6835,001000100010000111010111101,60,11.642521705,783.91
6836,111001000101011111000110110,60,13.131310656,880.32
6837,111010111011110100010110100,60,12.521036129,829.31
6838,010000000110001110010101101,60,12.333184128,814.29
6839,011110011101110011011111100,60,14.636211938,980.28
6840,001111110000000111101000010,60,12.072280427,777.49
6841,100000000000000001101110100,60,9.385107143,602.98
6842,110110100010000100000000111,60,11.219973188,724.11
6843,011011111010111000111100101,60,14.011266553,908.13
6844,001101011111000001111101110,60,14.256582464,925.77
6845,100111010000100110011000111,60,12.941121336,838.95
6846,000100011000010110100101000,60,11.615853353,737.99
6847,101011010011100001101011100,60,12.564674062,810.62
6848,001010100011001000100111011,60,11.63012274,766.6
6849,100011110111001000100100000,60,11.722586485,746.55
6850,101000011111001000010011011,60,12.292309037,807.39
6851,011011011010000101101101100,60,12.487554803,801.0
6852,011111001011100111011000100,60,13.559240533,876.07
6853,110011001011010111010000100,60,12.304912993,795.41
6854,101010111101111000111100001,60,12.781437188,840.45
6855,110100101111100110001101101,60,13.538682633,904.01
6856,110010001110101011001101110,60,12.901916961,862.58
6857,101010101000011000010101011,60,12.086169331,793.2
6858,100001010001011001001010100,60,11.508799953,735.98
6859,010011011001100111100010010,60,11.923520953,780.63
6860,010000100010100100110110111,60,11.683556638,778.7
6861,000100011100111111000010000,60,12.385894202,809.82
6862,010110010001110000111110100,60,12.839893908,831.21
6863,011010111100111011110100000,60,12.964996952,857.87
6864,101100000011010110111010000,60,12.004650642,772.58
6865,100100101001000110111001000,60,11.834312503,765.97
6866,010100011111000010111111000,60,13.259826392,868.07
6867,001000101110111001010111101,60,13.54905822,910.83
6868,011101101111111100101000001,60,14.484085881,935.26
6869,101110110000101101000101101,60,12.98491429,852.94
6870,000100001000111110011000001,60,12.234454808,785.7
6871,110010110101111110100101001,60,13.419294422,896.58
6872,010100011011110001001001001,60,12.881807477,821.95
6873,111000111011011100100110101,60,12.245873696,807.0
6874,101010000000001011000111001,60,10.967729222,722.62
6875,010010101010111001100110111,60,12.553612332,838.81
6876,001000011110011011101110110,60,12.214687429,813.36
6877,000110100011011010011111100,60,13.593471794,900.48
6878,000101000111001110110011000,60,13.847990468,897.87
6879,010001111010000110000100000,60,10.940247143,696.74
6880,110000010101011100101001100,60,12.225627334,791.51
6881,010110011100110110110011111,60,14.522941736,972.92
6882,011011001111000000011100111,60,12.5778416,820.21
6883,011100010111100101100110101,60,12.931831774,851.26
6884,111111101100101010100110011,60,14.248064211,947.55
6885,100010010000001110100111000,60,10.958657252,713.92
6886,011100011001011001011010110,60,13.031572894,850.0
6887,011000000101010110100100010,60,10.977412663,717.34
6888,000000101110011010110101100,60,12.579374478,828.55
6889,111000111101011000000001101,60,12.383339966,810.21
6890,111110010100011110101010001,60,13.043214399,854.55
6891,011011101000011010101110100,60,12.55293346,823.37
6892,111011001100000100111111110,60,13.40659647,891.68
6893,111000010011011010111001101,60,13.070926817,848.09
6894,101011100110110010010000000,60,12.395482108,800.45
6895,111111001011011110111011001,60,15.347573315,1003.1
6896,110010011001100101011000110,60,11.389765662,745.61
6897,101000011110111010010100010,60,12.42352473,811.34
6898,011010110111100100111111011,60,13.67782197,924.46
6899,000110101001111110011000100,60,12.79229698,837.01
6900,111110111001000111000111011,60,13.047894393,880.3
6901,011101000100001001010010100,60,12.999270351,836.92
6902,010000110000011010010110111,60,12.03260593,805.74
6903,101101111010110010111011011,60,15.03560191,988.63
6904,101111111001100100000001000,60,12.76953683,812.56
6905,001111110001111010000110000,60,13.399802602,869.33
6906,011100010011001010110011001,60,13.253919581,855.85
6907,100101100000100001111010000,60,12.323505836,790.72
6908,100010010001111000101101110,60,12.317553922,800.92
6909,001110100011100111010110000,60,12.304457014,815.29
6910,001110010000001001000010101,60,11.0753131,707.71
6911,001001010010111011100111100,60,13.568417798,884.95
6912,110011111001010001001010111,60,12.335182594,816.41
6913,110111011100001010110101011,60,14.709765149,961.32
6914,010010111111110011100110100,60,12.55620466,843.35
6915,001001001010100110000010011,60,11.234426256,727.82
6916,011011010101010011000001000,60,12.495759885,805.54
6917,110011011100000101000010000,60,11.131085106,717.53
6918,100101000011110010110000001,60,13.005259408,821.48
6919,111111000010101110100100111,60,13.956104105,907.01
6920,111011011111011111001010011,60,13.851248035,923.77
6921,011101110101010001011000010,60,13.609538208,881.5
6922,111100101101001011001111100,60,13.470392494,906.57
6923,001111011011110101100000000,60,12.925883235,811.29
6924,001001001101110010000011010,60,12.582202135,825.65
6925,010111101110110000011010111,60,14.610918588,966.05
6926,111101011111101110000001100,60,14.661993685,949.53
6927,001110110010110111010000100,60,12.68927961,826.29
6928,011100000000011001100101010,60,12.616602867,807.67
6929,000110100011111001001110101,60,12.94791203,855.19
6930,111100011001100101000110011,60,12.176260134,800.94
6931,001110110011110011110101101,60,14.174576327,935.76
6932,001001010101111010111101000,60,14.007481291,910.07
6933,110111010001100011110010100,60,13.356501206,866.19
6934,001111110111101000001101111,60,14.902807147,979.84
6935,000101000011101011101101110,60,14.034657135,912.37
6936,010100100011000001110011010,60,12.541797502,819.15
6937,010101011100111000101000111,60,14.105782851,906.98
6938,101010101010000110001010010,60,10.140629539,669.11
6939,001010110101001000110101101,60,12.322172343,811.14
6940,000100111111000100010110010,60,12.070178244,795.78
6941,111000111100110101010001101,60,13.136563005,874.79
6942,101110011000110000010001000,60,12.360758235,778.98
6943,111011011111111000000100011,60,13.644339966,885.19
6944,000101101001000110011001101,60,12.964511998,844.37
6945,001000000101101001001011110,60,11.89096888,790.65
6946,110011111100100111000011001,60,13.147654972,881.58
6947,011000010010011101111001000,60,12.528981952,801.31
6948,011110010101100011101000011,60,12.539970001,820.57
6949,101001000000100100111001011,60,12.291113636,790.09
6950,100110000011100111011001101,60,12.993079669,853.42
6951,011001000100101011010100010,60,12.752620996,834.76
6952,011001000100110111001111111,60,14.021469301,949.39
6953,100010110110000101110100100,60,11.156365079,732.13
6954,010100101001001001011110111,60,12.733261842,850.48
6955,001010110100110001110011001,60,12.653362819,840.14
6956,011111001110110010111001011,60,15.356373735,1001.62
6957,111000000000111011011101100,60,12.930477322,851.33
6958,101001011000101011011110000,60,12.369878722,805.88
6959,011001011011101011100000111,60,12.89290163,835.02
6960,011111101010011010011111101,60,15.366087204,1016.54
6961,001100111111011110101001010,60,13.783770645,905.35
6962,100100111000010010101010010,60,11.358321607,737.3
6963,010100011110110110100010101,60,13.00877507,852.36
6964,000111101100110000100100010,60,12.854723062,827.51
6965,111011001011110111000100001,60,12.685998852,825.69
6966,011001110010010110001001101,60,12.817455412,832.69
6967,100101111111110000110011101,60,15.089501922,989.65
6968,011111110011100111001111110,60,14.884220903,997.32
6969,001100100000101001111000101,60,12.199386512,787.02
6970,001001100001100110110101111,60,13.071456229,869.11
6971,010100000100110110000100010,60,12.021619437,783.18
6972,101010100110000001001010101,60,10.527183081,696.83
6973,110111010011000100101100010,60,12.566412582,795.73
6974,110011101111101101000010010,60,13.031000956,866.49
6975,011101011111001001101010001,60,13.596693841,873.68
6976,100101001101001000001000000,60,11.683556395,729.22
6977,110011010010101011010101100,60,13.685230665,890.5
6978,011101011100100000111111001,60,14.500319658,942.97
6979,010001101100100100000000001,60,11.196469125,719.24
6980,110001100111111100100011110,60,14.410165033,958.47
6981,000011010010001100011111000,60,12.524036881,806.32
6982,010011110011110011001001010,60,13.36166122,875.1
6983,100100110011111110111001011,60,14.485716924,955.31
6984,001000110100111100000110001,60,11.690125891,773.36
6985,011101011111100000010000111,60,13.815948626,888.26
6986,100100001010100100101000010,60,10.952428244,688.26
6987,110100000001110100101001101,60,12.758319593,821.13
6988,001111111000000110001011111,60,13.251088838,877.54
6989,101000101110110011110000000,60,11.738275547,766.76
6990,001111110101100010010011000,60,13.87311376,909.5
6991,011010110110100011000101100,60,12.286080147,815.92
6992,111011101011100010101000000,60,11.838855729,756.73
6993,000100101100011111001101000,60,12.875120393,851.49
6994,011110010000000100011110001,60,11.696425028,755.07
6995,110010010011011111001011010,60,12.704239768,844.66
6996,000010011101110111110011110,60,13.17420466,891.02
6997,011110111101110100101110000,60,13.195216568,870.19
6998,100011100101101110100101111,60,13.649073017,917.38
6999,110100100011000011000101110,60,12.318227397,812.13
7000,101100010010100001101111000,60,12.311114422,790.67
7001,110000111011111001011110110,60,13.23701006,886.72
7002,001010000110010101100100001,60,10.788436232,695.43
7003,011001100001110111011000000,60,12.514922584,816.26
7004,000000100100010110111010011,60,11.347305159,763.04
7005,010100000110011010010000110,60,12.769174175,825.98
7006,100001011110001000011001110,60,12.891143813,830.11
7007,100001010001010000100110110,60,11.248134104,721.56
7008,001111010111110001111010011,60,14.599692068,954.17
7009,010011001010111101001100111,60,13.266657967,868.39
7010,011111100111101010110001000,60,14.998825245,973.66
7011,011101110001110101001110001,60,13.689924211,897.38
7012,101100110111111111001010011,60,13.967269954,940.04
7013,111101000111101001110110000,60,14.37340924,932.28
7014,100011010010100110110001000,60,12.35112037,786.3
7015,100010000011100000010000000,60,9.893875,616.05
7016,111110001000110100010010110,60,12.664004267,827.25
7017,101101111001110101001010110,60,13.465268155,885.78
7018,001101000100111110001111000,60,14.296306571,937.39
7019,001010111001001100100101000,60,11.090456764,713.84
7020,100110100001101001100010111,60,12.195940625,806.37
7021,101011101000111000100001011,60,13.00005822,840.2
7022,101100100101101110001100100,60,12.388158578,818.7
7023,101101011111010110000011101,60,14.109411433,924.13
7024,000100101100000000001001110,60,11.347723879,735.49
7025,011000000110111011000110001,60,12.257149039,811.94
7026,011110000111111001001101001,60,14.22580633,929.04
7027,011110100110010110001010000,60,12.251057388,804.57
7028,010001100001010011100100000,60,11.295938998,725.78
7029,110110100101001010001110111,60,12.80523163,865.65
7030,000101000101011101000011101,60,13.776971554,901.87
7031,101011010110000111010101101,60,13.167126864,869.08
7032,111111101101101011011011000,60,15.287350827,1018.26
7033,010010000100000000100110010,60,10.028527778,650.55
7034,010011000111110010111101101,60,14.400350794,948.4
7035,011010011000110011010110100,60,11.917475944,787.37
7036,000010100010010110001100010,60,10.364813998,677.23
7037,011111101011000110111101111,60,14.791342806,979.7
7038,111101010000111100000011001,60,14.194159505,912.03
7039,011000011000001100010011111,60,12.059263402,793.89
7040,011011001100000010011011001,60,12.602027447,826.92
7041,111001011000010100001110000,60,11.469966685,732.24
7042,111010111011000110110101010,60,12.44496684,823.56
7043,001100110010110101011001000,60,13.108478684,845.27
7044,101110001110010000001100010,60,11.681387203,746.77
7045,111100001100011001000000001,60,11.984655325,764.28
7046,111110101100001101101111101,60,13.853666063,932.22
7047,010100000100001011101011000,60,12.420865468,810.69
7048,001100110110000111001010001,60,11.695424366,772.48
7049,001001110010010101001101110,60,12.658760547,827.11
7050,011101001001000011100101010,60,12.911921089,830.67
7051,111111111010001011100110011,60,13.972254687,920.43
7052,100010011011010001001100011,60,10.781325451,696.01
7053,111011100110010010110000110,60,12.996495996,850.81
7054,011110111110001011111111110,60,14.931225827,1008.24
7055,001011110010110011110000000,60,12.42608925,795.97
7056,001101111110110011111100000,60,14.319979796,931.52
7057,101011101000001000110010001,60,11.581138402,743.95
7058,000001101001100011000100110,60,11.177136032,733.58
7059,000110000101010001001101111,60,12.627281895,832.56
7060,011110001000011010000010111,60,12.255795537,801.07
7061,000011010110011100001110111,60,12.891239528,850.11
7062,110001100111111101000011011,60,14.416503417,965.85
7063,101101100110111100111100111,60,15.190709108,1001.04
7064,001010001000000010011001011,60,10.70948578,694.22
7065,110100100101101010110001101,60,13.891596709,918.05
7066,001011111011110000000110000,60,11.966105574,768.97
7067,000111011000111010001000001,60,12.843288142,811.81
7068,011110001111010010010111110,60,14.084003605,939.24
7069,111110111000101011010110101,60,13.530018576,904.47
7070,100011101011000001100011000,60,11.544122805,743.72
7071,011000100010011111011100110,60,12.442616211,830.22
7072,100101010110011101100000010,60,13.226289916,841.76
7073,101010000110011110010001000,60,12.231703513,794.7
7074,000000100001011100000111100,60,11.27509162,743.25
7075,100010010011011111100000111,60,11.66608212,764.59
7076,001000001110111001001010000,60,11.402858725,737.78
7077,000100110001011010101011110,60,12.967194017,854.99
7078,010110110111010111101011110,60,14.188184913,956.92
7079,111001011100111011000110011,60,13.622609146,907.12
7080,000010000001010010011110101,60,10.793648413,712.07
7081,010111101000011110100001000,60,13.577824758,871.46
7082,110101101000111000001000010,60,13.098996054,835.08
7083,111110110111011100001001111,60,14.45430633,957.18
7084,010111000010110110011100100,60,13.735198802,885.17
7085,010111111010000000011000100,60,12.505997688,788.59
7086,110010011011011101111100110,60,12.792014028,839.99
7087,011110010100111100110001010,60,14.329384613,930.44
7088,110001011111000100000101111,60,12.821371903,838.85
7089,111000000000100111000010101,60,10.548688372,696.62
7090,111111001101110010111000111,60,14.714095957,965.55
7091,110101000011011000110101110,60,14.643772059,940.13
7092,010001011110000111010101101,60,13.26303394,874.29
7093,101001011011110010000011001,60,12.705744883,820.31
7094,101001011100001111000010111,60,12.199609963,811.92
7095,000100101001101110011110111,60,12.999423879,877.28
7096,001000110100100100001010101,60,10.666433081,705.36
7097,100011111011010100000101010,60,12.411862067,803.88
7098,110101011011001110100001101,60,13.878108403,889.51
7099,000001111110100111111010110,60,13.143816588,882.04
7100,110011110111000001101101101,60,13.242884019,871.38
7101,000101110000110110001000010,60,12.454921024,799.9
7102,111001111110101000110010010,60,13.486220653,881.12
7103,101010011001101101110101001,60,12.534045148,819.2
7104,011101100001001001011011110,60,14.184558049,933.67
7105,010110000000111011011101000,60,13.632170207,887.88
7106,101010011011001110010000110,60,11.30600769,734.11
7107,110110001101010101001101000,60,12.760834173,832.94
7108,101100000000100011000001110,60,11.621530427,751.87
7109,110000101001110011110010101,60,12.047136298,806.14
7110,001110100100111110111000110,60,13.653116094,905.99
7111,110101101001001001010110010,60,13.228062347,866.08
7112,111100000101101101101001100,60,13.408871541,874.15
7113,000001011110100011011110011,60,12.780918861,849.84
7114,100011100010011101110101101,60,13.683003417,897.68
7115,001111011111101001100001110,60,14.542331647,939.46
7116,110000110110010100000000100,60,10.803864262,695.22
7117,100101101011000110100110000,60,12.037530757,777.68
7118,010111111111100001110000110,60,14.204598879,925.67
7119,111100110110011010110000100,60,13.434157761,870.28
7120,011100111000000100110100001,60,11.655250213,745.38
7121,111101010100000010101010010,60,12.571224871,810.48
7122,001100101111001111001110101,60,12.801744767,862.48
7123,110111001010101011111111010,60,15.261585495,1006.82
7124,010111100100010100110111110,60,14.714258987,978.54
7125,010100000000100001100111011,60,12.244580331,800.15
7126,101100101111000100001011100,60,12.277800718,807.75
7127,110100010110110000110101000,60,13.6323324,873.05
7128,000000110101000011110000101,60,10.733851611,706.88
7129,111011111001110010010111100,60,14.047364833,934.02
7130,101010000010010010010010111,60,11.081215333,727.91
7131,001011011110010101000101100,60,12.728932955,823.72
7132,000000001001110100110110010,60,11.098205321,725.16
7133,100110111101101001110010100,60,13.084482982,863.91
7134,111110001010111010001010111,60,13.407712204,882.43
7135,000001011101101000001011001,60,12.543631007,812.55
7136,011100000100011111011001101,60,13.975454478,923.55
7137,100010010010000100011000000,60,9.752,607.63
7138,101111011101010111001010100,60,13.279392494,872.39
7139,111100110010100110111111101,60,14.191614842,947.41
7140,000010011110011111100011101,60,12.739208893,849.2
7141,110001001110100100011010100,60,12.392682329,806.22
7142,110001111110111000001000011,60,13.283189713,862.6
7143,001011011110011100111001011,60,14.087187188,914.68
7144,100011000011010101100101001,60,12.241990345,785.68
7145,110000110110111000001101110,60,13.265294001,877.89
7146,011010100100101001111110110,60,12.74984388,861.45
7147,001100110001011101101110011,60,12.748951171,844.18
7148,000001010100010100001001001,60,11.694147091,744.13
7149,010000101110010111000111110,60,12.54257966,855.49
7150,000011000010100011110110100,60,11.908185847,775.07
7151,111011110000000110101100010,60,11.616798401,755.51
7152,100001001000001100010100001,60,11.024700451,696.94
7153,010110110111011100011100011,60,13.938558855,920.63
7154,001011011100011111011100011,60,13.39191867,887.63
7155,110111101001000001100101101,60,13.197002739,856.24
7156,110011110100010010100111100,60,13.156119553,872.62
7157,010111011100111100100110111,60,14.739834438,971.25
7158,000011100000011000000111001,60,12.073596671,783.74
7159,100100101111100101010101011,60,13.541881707,903.81
7160,011111111100011111100110110,60,14.792502788,990.77
7161,100110111011110001011000100,60,12.677482982,818.79
7162,111101000000101011011100100,60,13.571335165,876.4
7163,100110010000100011100001101,60,11.970288003,771.46
7164,011000011100001110011010000,60,11.382452135,745.76
7165,111111010111010111110111011,60,15.909298549,1063.18
7166,100100010001001101000000110,60,11.030133987,703.88
7167,001100011010001110001100101,60,11.707855878,750.98
7168,110100000000110110110000100,60,12.146379357,778.08
7169,010111101101100011011101100,60,14.650372027,973.38
7170,001000000000001111111111101,60,12.060534777,806.53
7171,001100010011101000100101100,60,12.578131462,795.69
7172,000111100010100110111100100,60,13.11518573,849.39
7173,010001111111000110000111111,60,13.357904972,901.87
7174,001010110000101101110111010,60,12.645020467,845.42
7175,000011100110110001011111110,60,14.06729085,944.82
7176,001001110001110000111001101,60,13.153626708,848.95
7177,001101001001010110011001000,60,13.068378605,832.89
7178,111100111000101110010111010,60,13.998944081,935.23
7179,000011011000101010001001101,60,12.248181933,786.74
7180,010001001010011011100001011,60,12.974028338,836.79
7181,000011111100001101000111001,60,12.66871434,841.82
7182,010110110110010000110100101,60,12.97296245,841.47
7183,010110010001011010100010001,60,12.085393511,775.59
7184,010110100110100010110001101,60,13.497736415,887.14
7185,101001100000010010100100001,60,10.971385968,700.26
7186,000110001100100000010101010,60,12.256348879,793.18
7187,011111110101001010101100111,60,14.067094184,927.57
7188,101100011100000010111111101,60,13.042828917,863.17
7189,000101101010010010101100000,60,12.107533908,765.12
7190,110101011111010001110101000,60,14.567084173,935.05
7191,000000110101101101100000110,60,11.306072596,745.66
7192,010010000110001000100000111,60,10.91491098,701.31
7193,011011001010111110000010011,60,13.023521844,852.29
7194,101101100010101110111101111,60,15.15278466,1002.21
7195,110101101111111101110110100,60,15.501996054,1028.96
7196,000111101010111001100110011,60,13.935233248,911.77
7197,111110100010100010000111010,60,12.816123681,847.72
7198,101001011011111100011001010,60,13.855108725,892.09
7199,011111001101011100010100000,60,13.788372497,884.19
7200,001000101101001101111000001,60,11.31100745,742.36
7201,100000001101011001001110011,60,11.376269079,757.44
7202,111010111111010101101010100,60,12.217067875,812.81
7203,100011011000011000001001111,60,12.46975519,800.3
7204,010101010011100001100111111,60,14.18146922,926.53
7205,001010001010110000001100111,60,11.01326737,710.93
7206,011001001110010111100101001,60,13.209350042,863.19
7207,010101111101100011110111100,60,14.956270836,997.69
7208,100110100111010010010100110,60,12.639480548,835.87
7209,111111011101001001000100101,60,13.413378365,865.97
7210,010101110100001101011001111,60,14.708559672,972.23
7211,000110111000101001000011011,60,12.624970176,831.06
7212,000000100011011011101111000,60,11.979781435,793.05
7213,010110110000111000100000100,60,12.249716503,777.21
7214,010011011101000001110111001,60,13.087465157,860.02
7215,100110100000111010110101101,60,13.771758591,906.46
7216,010011001111001111010000000,60,12.452583628,806.93
7217,100011110000100010100100100,60,11.121800926,713.67
7218,000000101011001000001011010,60,10.894608099,709.63
7219,011001000100011001011101010,60,13.59923592,887.43
7220,111001001000011101001001000,60,12.411317058,790.91
7221,111000111010011110100111011,60,13.147563511,880.25
7222,000101011000110100011011001,60,13.71078962,882.37
7223,000111110100001101100111010,60,13.879703431,917.76
7224,011001011100010011011000110,60,12.673483881,827.76
7225,110000111110001010000010001,60,11.138390266,732.02
7226,110110100110111010000011000,60,13.783531318,908.74
7227,000101000000010010011000100,60,11.830337691,742.74
7228,011101010100100010111100011,60,13.825789446,897.88
7229,110011110011110111001000111,60,13.270735715,881.37
7230,000000110011101100110001101,60,12.304448678,800.01
7231,011000001011000100100000001,60,9.828740409,613.02
7232,011100111010100100000101011,60,12.83179188,835.01
7233,001110010110110101100100001,60,12.604612703,812.17
7234,110101101010011010001011111,60,14.578089729,962.51
7235,101101100111100010011001111,60,14.594122779,965.13
7236,010100000001011000000101011,60,12.423193776,797.15
7237,111100000100100001100100101,60,11.923432964,770.28
7238,111100011100101110100011000,60,13.364628605,874.15
7239,010000111010100110110010011,60,11.730345448,778.7
7240,010101111111100111100100001,60,13.825460411,906.36
7241,000011101101100001110000100,60,11.886630741,771.19
7242,001000110100010111010011101,60,12.362122079,836.03
7243,001101101011111100111101101,60,15.426693024,1006.65
7244,011110110111000011010000100,60,12.487395506,815.99
7245,100000011001011101000111100,60,11.683204504,768.23
7246,011000001010011001101010101,60,11.475498696,741.44
7247,010001000000111010111100001,60,12.798846009,822.16
7248,000000001010011001111000110,60,11.247902917,719.96
7249,101101011100111010001101101,60,14.754775696,962.17
7250,011101000011111011000100100,60,13.786987126,884.8
7251,101011001001110100111110101,60,12.900374513,846.53
7252,110011010010111101001010111,60,13.480902226,887.37
7253,000110010001000100010010000,60,10.59745028,670.01
7254,110011000111010011110100110,60,13.221748522,870.91
7255,110111100010001001110011100,60,14.181671685,921.24
7256,111011001000001010001101011,60,12.525082185,814.98
7257,111100111110100101001110011,60,13.203625213,884.82
7258,111101100110111111100011101,60,15.839117177,1056.91
7259,000000111011101000001011101,60,11.828932594,775.43
7260,000010100010110101011001100,60,12.034513072,788.32
7261,111101011100001101000010001,60,13.019068841,840.86
7262,011111100100101010111011010,60,15.165140721,1005.86
7263,010001111011101110010111001,60,14.100316853,936.79
7264,000000010011111001010111101,60,12.962971671,854.43
7265,110100110111101011100101000,60,13.858258326,911.05
7266,011001001100110111000100001,60,12.399266709,811.14
7267,110001000011101000110000101,60,12.419934789,786.52
7268,110110111111000100001110100,60,12.342483799,815.65
7269,111010010111101111101000101,60,12.644501047,836.19
7270,100101000111111111101000010,60,14.10499362,917.76
7271,101001010111111110011011101,60,14.846718484,987.39
7272,011101111011110111100011111,60,15.407699132,1027.01
7273,110010001100110001100000111,60,11.547246086,756.91
7274,001100011100010011011011000,60,12.840253605,840.81
7275,101011000010110011110110001,60,12.786979222,835.33
7276,101101101111010111100010101,60,13.694550322,907.46
7277,000101010011001100010000011,60,12.613889037,795.66
7278,000001001010110000100011101,60,12.240043705,782.43
7279,101001001111011100001100110,60,12.633501582,820.92
7280,101101001100111111100111111,60,15.443882839,1036.33
7281,010000010100100100010001000,60,11.289684524,723.53
7282,111111011011100011000111001,60,14.240755504,931.52
7283,111111001010110001110001100,60,14.551647124,929.14
7284,011101010100010001011000111,60,13.65476548,882.88
7285,101110001000111110010101000,60,13.36360001,867.56
7286,100101101010111100100010000,60,13.132519864,838.68
7287,110111000010100101110001000,60,13.650926471,867.82
7288,010011000010111100100011001,60,13.308721671,857.48
7289,111101111010011000000110010,60,13.569600672,874.36
7290,001110011110100010101010101,60,12.297342806,801.59
7291,001110010000111100101010110,60,12.601237788,816.49
7292,001001011000010110001000110,60,11.128799357,711.06
7293,010100111101110111101110010,60,13.534783908,913.18
7294,000101001001100101000100100,60,11.72571991,744.32
7295,101011110100011011101011101,60,13.829774039,924.12
7296,001011001010110111100100111,60,12.633429407,828.51
7297,110010000000000101100001010,60,10.411541667,668.28
7298,111001001101111010100100101,60,13.305515892,868.54
7299,011010001010111010010100000,60,11.958631873,767.75
7300,001100110000101101000101111,60,12.980497623,856.85
7301,111110100101001010011101010,60,13.732311356,913.84
7302,001100011001110010000010111,60,11.988268576,782.6
7303,000010001101111111100011111,60,13.182667227,895.4
7304,111101001001001101001011010,60,13.545240378,881.23
7305,111000000100001010101100001,60,10.860306602,702.54
7306,011110101101000101110011111,60,13.758527991,928.82
7307,100111101111101010001001110,60,14.450204543,951.54
7308,111110001011100110010100101,60,12.752828917,832.43
7309,011100100001010110011001101,60,13.093965216,861.05
7310,001100100011010011011011100,60,12.990803419,857.69
7311,101111100000110100111100100,60,13.469270351,868.89
7312,011100101101001000000100011,60,11.983961698,780.88
7313,011011011001000000110011011,60,12.599305886,815.0
7314,000100111001011111011111001,60,13.811061951,925.37
7315,101010101010111101000000011,60,11.685766553,765.49
7316,000011000010000110101111110,60,12.028185847,790.9
7317,010111000101001101011011011,60,14.603930704,967.92
7318,100111000011110111011001011,60,14.625551075,959.0
7319,000010011001010001110111100,60,11.741552543,768.36
7320,111111001100010001110110100,60,13.807674901,899.59
7321,101111011010000100011001001,60,13.132208547,830.32
7322,001001011101000100001000011,60,10.992008267,702.94
7323,101011111111100101010001110,60,13.797183772,915.28
7324,100100111110100001010010001,60,12.283627739,803.98
7325,000111011111111101010011001,60,15.471126105,1014.94
